"","schid","c0110","c0112","c0114","c0116","c0120","c0122","c0134","c0136","c0138","c0140","c0142","c0144","c0146","c0150","c0158","c0162","c0166","c0170","c0174","c0176","c0186","c0190","c0192","c0196","c0198","c0204","c0206","c0208","c0210","c0212","c0214","c0216","c0218","c0266","c0268","c0270","c0272","c0274","c0276","c0280","c0282","c0284","c0286","c0288","c0290","c0292","c0294","c0296","c0298","c0300","c0302","c0304","c0374","c0376","c0378","c0380","c0382","c0384","c0386","c0402","c0404","c0406","c0408","c0410","c0412","c0422","c0424","c0426","c0428","c0430","c0432","c0434","c0436","c0442","c0444","c0446","c0448","c0450","c0452","c0454","c0456","c0532","c0534","c0536","c0538","c0560","c0562","c0568","c0570","c0572","c0578","c0578_yy","strata","fr_urban","fr_size","finalwgt","ic0110","ic0112","ic0114","ic0116","ic0120","ic0122","ic0134","ic0136","ic0138","ic0140","ic0142","ic0144","ic0146","ic0150","ic0158","ic0162","ic0166","ic0170","ic0174","ic0176","ic0186","ic0190","ic0192","ic0196","ic0198","ic0204","ic0206","ic0208","ic0210","ic0212","ic0214","ic0216","ic0218","ic0266","ic0268","ic0270","ic0272","ic0274","ic0276","ic0280","ic0282","ic0284","ic0286","ic0288","ic0290","ic0292","ic0294","ic0296","ic0298","ic0300","ic0302","ic0304","ic0374","ic0376","ic0378","ic0380","ic0382","ic0384","ic0386","ic0402","ic0404","ic0406","ic0408","ic0410","ic0412","ic0422","ic0424","ic0426","ic0428","ic0430","ic0432","ic0434","ic0436","ic0442","ic0444","ic0446","ic0448","ic0450","ic0452","ic0454","ic0456","ic0532","ic0534","ic0536","ic0538","ic0560","ic0562","ic0568","ic0570","ic0572"
"797",1409,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,3,3,2,2,3,2,2,2,5,4,5,4,4,4,5,1,2,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,60,50,50,6,1,2,93,71,56,"05222018",2018,121,"City","300 - 499",64.2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"798",1410,1,1,2,2,2,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,3,3,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,3,2,3,3,3,1,3,3,3,3,3,4,1,4,4,5,4,5,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,15,30,50,8,3,2,90,35,10,"03292018",2018,233,"Town","500 - 999",10.6275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,7,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0
"799",1412,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,5,5,5,2,-1,2,-1,1,1,1,1,1,1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,5,88,100,8,4,3,91,140,3,"05162018",2018,341,"City","1,000 or more",10.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0
"800",1415,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,3,3,2,3,1,1,3,1,1,2,2,2,2,4,2,4,2,5,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,40,30,15,5,3,3,95,120,80,"02222018",2018,233,"Town","500 - 999",12.7847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"801",1416,1,1,2,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,2,2,1,1,1,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,1,2,2,-1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,95,98,5,4,3,99,0,7,"04272018",2018,211,"City","Less than 300",17.9418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"802",1418,1,1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,2,2,4,5,2,2,2,2,2,2,2,2,1,2,1,2,2,1,3,2,3,2,2,3,2,3,1,2,1,3,3,5,4,4,4,5,4,5,2,-1,1,1,2,-1,1,1,2,-1,1,2,1,1,2,-1,1,1,1,1,2,-1,5,90,95,7,3,3,95,179,4,"03302018",2018,232,"Suburb","500 - 999",17.4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"803",1419,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,4,4,1,1,2,1,1,1,1,2,1,1,1,1,2,1,3,2,3,3,3,2,2,2,2,2,2,2,2,2,3,4,4,4,5,5,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,5,80,95,8,4,2,96,0,2,"03282018",2018,211,"City","Less than 300",21.5154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"804",1420,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,4,4,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,3,3,3,3,3,2,3,3,3,3,3,5,4,5,4,4,5,5,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,15,85,100,3,3,3,96,20,20,"03282018",2018,124,"Rural","300 - 499",74.8402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"805",1421,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,4,4,1,1,2,2,1,1,2,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,40,50,75,0,2,3,93,20,10,"02232018",2018,133,"Town","500 - 999",55.0908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"806",1423,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,3,3,3,3,4,4,5,5,5,4,5,2,-1,2,-1,1,2,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,20,85,85,3,4,3,96,12,11,"02282018",2018,133,"Town","500 - 999",49.8025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"807",1425,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,3,3,1,1,2,1,1,1,2,2,1,1,1,1,2,1,3,2,2,2,2,2,3,2,2,3,3,3,3,3,2,4,4,4,4,5,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,25,25,65,7,3,3,95,30,30,"02222018",2018,132,"Suburb","500 - 999",62.8552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"808",1426,1,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,1,1,1,2,3,3,3,3,1,2,3,1,1,1,4,3,4,4,5,4,5,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,60,75,50,3,1,1,93,0,0,"04052018",2018,122,"Suburb","300 - 499",71.3154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
"809",1427,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,2,2,2,1,1,1,2,1,1,3,2,3,2,2,2,2,3,1,3,1,1,1,5,4,4,4,5,4,5,1,1,2,-1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,50,15,50,6,1,1,96,15,15,"03062018",2018,241,"City","1,000 or more",12.0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"810",1431,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,3,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,3,2,1,2,2,1,1,3,1,2,2,4,2,3,3,4,2,4,1,1,2,-1,1,1,1,1,1,2,2,-1,1,1,1,1,1,1,1,1,2,-1,30,25,35,5,1,2,91,75,103,"03302018",2018,342,"Suburb","1,000 or more",9.6961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"811",1434,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,1,2,3,3,2,2,1,1,3,1,1,1,4,3,4,3,2,1,4,2,-1,1,1,2,-1,1,1,1,1,2,-1,1,2,1,1,1,1,1,1,1,2,20,75,75,8,4,3,94,102,127,"04062018",2018,241,"City","1,000 or more",12.0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"812",1441,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,1,2,3,5,2,2,2,1,1,2,2,2,1,1,1,2,2,1,3,2,3,3,3,3,3,3,2,3,1,3,1,4,4,2,2,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,5,70,60,6,1,2,94,262,341,"04042018",2018,341,"City","1,000 or more",10.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0
"813",1443,1,1,2,2,2,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,3,5,2,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,3,3,3,3,3,1,3,3,3,3,3,4,4,5,4,5,5,5,2,-1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,4,75,80,5,3,3,92,20,15,"03122018",2018,332,"Suburb","500 - 999",15.3735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"814",1444,1,1,1,2,2,1,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,4,5,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,3,3,3,3,3,3,3,3,3,1,2,2,4,3,5,4,2,3,5,2,-1,2,-1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,75,15,8,10,2,3,96,10,3,"03202018",2018,214,"Rural","Less than 300",24.8751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"815",1446,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,5,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,3,2,2,2,2,3,2,2,3,3,3,3,5,4,5,4,5,4,5,2,-1,2,-1,1,1,1,1,2,-1,1,1,1,2,1,1,1,1,1,1,2,-1,25,60,80,9,2,2,95,190,132,"03052018",2018,342,"Suburb","1,000 or more",9.6961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"816",1447,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,2,1,2,3,3,2,2,2,2,2,4,2,4,3,5,3,4,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,30,25,60,6,1,1,95,22,20,"04022018",2018,232,"Suburb","500 - 999",14.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"817",1448,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,4,3,1,1,1,1,1,2,2,1,1,1,1,2,1,1,3,1,2,3,2,3,2,1,2,3,2,2,2,4,3,4,3,4,3,5,1,2,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,6,25,50,8,3,3,95,15,14,"06122018",2018,214,"Rural","Less than 300",29.5809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"818",1449,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,4,4,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,3,1,1,2,3,2,2,2,4,4,5,5,5,5,5,1,2,1,1,1,2,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,1,2,-1,0,90,80,6,3,3,94,200,40,"03022018",2018,121,"City","300 - 499",53.5619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"819",1450,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,3,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,3,1,3,3,3,3,3,2,3,3,3,3,3,4,4,4,3,4,4,5,2,-1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,15,50,25,4,3,3,94,60,63,"04302018",2018,334,"Rural","500 - 999",16.4927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0
"820",1451,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,3,2,2,1,2,2,1,2,2,2,1,1,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,4,4,5,5,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,0,34,99,10,3,3,97,39,30,"05142018",2018,221,"City","300 - 499",17.4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"821",1452,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,4,4,4,5,5,5,5,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,55,45,85,6,2,2,96,20,12,"02262018",2018,232,"Suburb","500 - 999",14.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"822",1453,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,5,3,5,2,-1,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,1,1,2,-1,2,-1,0,69,76,6,3,3,93,14,9,"03012018",2018,233,"Town","500 - 999",10.6275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"823",1456,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,2,3,1,2,2,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,32,78,58,6,2,2,92,32,48,"02272018",2018,342,"Suburb","1,000 or more",9.6961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"824",1457,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,1,2,2,3,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,3,2,1,3,3,1,1,2,1,2,2,4,4,5,4,5,4,5,1,2,1,2,1,2,1,1,1,2,2,-1,1,2,1,1,1,1,1,1,2,-1,25,90,65,6,3,3,97,38,12,"03022018",2018,322,"Suburb","300 - 499",17.1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"825",1459,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,3,3,1,3,1,1,3,3,1,1,1,4,4,4,3,5,2,5,2,-1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,20,30,35,8,2,3,94,6,3,"02262018",2018,213,"Town","Less than 300",26.5855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"826",1460,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,5,2,2,2,2,2,2,2,2,1,1,1,1,2,1,3,1,1,2,1,2,1,1,2,1,1,2,2,3,3,4,2,2,1,5,2,-1,1,2,1,2,1,1,2,-1,2,-1,2,-1,1,2,1,1,1,1,2,-1,15,90,80,8,2,3,96,10,5,"05072018",2018,211,"City","Less than 300",17.9418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0
"827",1466,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,3,4,1,1,2,2,2,2,2,1,1,2,1,1,2,1,3,1,2,2,2,3,3,1,2,3,1,2,2,4,4,5,4,4,3,4,1,2,1,1,1,1,2,-1,1,1,2,-1,1,1,1,2,1,2,1,1,1,1,10,50,75,8,3,3,95,35,35,"02272018",2018,124,"Rural","300 - 499",74.8402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"828",1469,1,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,3,3,3,2,2,3,2,2,2,2,4,2,3,4,5,4,5,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,15,75,75,4,3,3,95,65,52,"03052018",2018,343,"Town","1,000 or more",9.5892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"829",1471,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,2,1,2,2,2,2,1,1,1,1,1,1,3,1,2,3,3,3,2,1,2,3,2,2,2,5,3,4,5,5,4,5,1,2,1,2,1,2,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,2,2,-1,15,35,35,13,3,3,96,36,35,"03052018",2018,232,"Suburb","500 - 999",14.8753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
