"","schid","c0110","c0112","c0114","c0116","c0120","c0122","c0124","c0126","c0128","c0130","c0132","c0134","c0136","c0138","c0140","c0141","c0142","c0143","c0144","c0146","c0148","c0150","c0152","c0154","c0156","c0158","c0160","c0162","c0164","c0166","c0168","c0169","c0170","c0171","c0172","c0173","c0174","c0176","c0178","c0180","c0182","c0184","c0186","c0188","c0190","c0192","c0194","c0196","c0198","c0200","c0202","c0204","c0206","c0208","c0210","c0212","c0214","c0216","c0218","c0220","c0222","c0224","c0226","c0228","c0230","c0244","c0246","c0248","c0250","c0252","c0254","c0256","c0258","c0260","c0262","c0264","c0266","c0268","c0270","c0272","c0274","c0276","c0280","c0282","c0284","c0286","c0288","c0290","c0292","c0294","c0296","c0298","c0300","c0302","c0304","c0306","c0308","c0374","c0376","c0378","c0380","c0382","c0384","c0386","c0388","c0390","c0392","c0394","c0396","c0398","c0400","c0402","c0404","c0406","c0408","c0410","c0412","c0414","c0416","c0418","c0420","c0422","c0424","c0426","c0428","c0430","c0432","c0434","c0436","c0438","c0440","c0442","c0444","c0446","c0448","c0450","c0452","c0454","c0456","c0508","c0510","c0512","c0514","c0516","c0518","c0520","c0526","c0528","c0532","c0534","c0536","c0538","c0560","c0562","c0568","c0570","c0572","c0578","c0578_dd","c0578_mm","year","c0580","crisis","distot","incid","incpol","othact","outsus","probwk","removl","strata","stuoff","svinc","svpol","transf","vioinc","viopol","disfire08","disweap08","disdrug08","disalc08","disatt08","disins08","ganghate","disrupt","sec_ft","sec_pt","fr_catmn","fr_lvel","fr_size","fr_urban","finalwgt","repwgt1","repwgt2","repwgt3","repwgt4","repwgt5","repwgt6","repwgt7","repwgt8","repwgt9","repwgt10","repwgt11","repwgt12","repwgt13","repwgt14","repwgt15","repwgt16","repwgt17","repwgt18","repwgt19","repwgt20","repwgt21","repwgt22","repwgt23","repwgt24","repwgt25","repwgt26","repwgt27","repwgt28","repwgt29","repwgt30","repwgt31","repwgt32","repwgt33","repwgt34","repwgt35","repwgt36","repwgt37","repwgt38","repwgt39","repwgt40","repwgt41","repwgt42","repwgt43","repwgt44","repwgt45","repwgt46","repwgt47","repwgt48","repwgt49","repwgt50","ic0110","ic0112","ic0114","ic0116","ic0120","ic0122","ic0124","ic0126","ic0128","ic0130","ic0132","ic0134","ic0136","ic0138","ic0140","ic0141","ic0142","ic0143","ic0144","ic0146","ic0148","ic0150","ic0152","ic0154","ic0156","ic0158","ic0160","ic0162","ic0164","ic0166","ic0168","ic0169","ic0170","ic0171","ic0172","ic0173","ic0174","ic0176","ic0178","ic0180","ic0182","ic0184","ic0186","ic0188","ic0190","ic0192","ic0194","ic0196","ic0198","ic0200","ic0202","ic0204","ic0206","ic0208","ic0210","ic0212","ic0214","ic0216","ic0218","ic0220","ic0222","ic0224","ic0226","ic0228","ic0230","ic0244","ic0246","ic0248","ic0250","ic0252","ic0254","ic0256","ic0258","ic0260","ic0262","ic0264","ic0266","ic0268","ic0270","ic0272","ic0274","ic0276","ic0280","ic0282","ic0284","ic0286","ic0288","ic0290","ic0292","ic0294","ic0296","ic0298","ic0300","ic0302","ic0304","ic0306","ic0308","ic0374","ic0376","ic0378","ic0380","ic0382","ic0384","ic0386","ic0388","ic0390","ic0392","ic0394","ic0396","ic0398","ic0400","ic0402","ic0404","ic0406","ic0408","ic0410","ic0412","ic0414","ic0416","ic0418","ic0420","ic0422","ic0424","ic0426","ic0428","ic0430","ic0432","ic0434","ic0436","ic0438","ic0440","ic0442","ic0444","ic0446","ic0448","ic0450","ic0452","ic0454","ic0456","ic0508","ic0510","ic0512","ic0514","ic0516","ic0518","ic0520","ic0526","ic0528","ic0532","ic0534","ic0536","ic0538","ic0540","ic0542","ic0544","ic0546","ic0556","ic0558","ic0560","ic0562","ic0568","ic0570","ic0572"
"1141","1568",1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,2,-1,1,1,2,-1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,4,3,2,4,1,1,2,1,2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,1,2,2,2,2,2,3,2,1,2,3,3,3,3,2,2,4,3,5,5,2,4,5,5,2,-1,2,-1,2,-1,2,-1,1,2,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,2,1,1,2,-1,0,0,0,0,0,0,0,1,7,28,85,80,2,3,3,90,42,17,"05142008",14,5,2008,25,4,13,9,0,13,0,1,0,122,13,0,0,0,5,0,10,0,0,0,3,0,0,1,-1,-1,3,1,2,2,89.903251266182,93.0133726803106,91.1143458810296,92.1164208836336,92.6040031289901,92.0888802760909,92.624780721691,91.7148603731873,92.301804147107,91.5034950490954,92.1518887700006,92.3810306658319,89.1470067438405,89.9302619866809,91.6263784725462,92.218041651213,91.4285957120561,91.4188397203448,91.0498425116328,90.9499665573942,89.7611233318971,91.763040049395,91.2588075980643,90.8223624023611,91.0872932932243,89.831908196181,0,91.8783134406843,90.9700665358045,91.16944102057,92.1658962825292,91.5889630595094,92.1829517742539,92.1352015694811,92.584108750044,91.4499539041425,92.7390627709181,93.4287347862186,93.0689495374279,92.2168084352518,93.048627922929,92.646188335584,92.8032257155408,91.66649866612,91.5139693909428,90.7421403422792,91.7917976401865,93.2606605997761,92.0164533818201,91.6983277761893,90.8163681796335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,11,0,0,0,0,0
"1142","1570",1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,3,3,3,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,3,2,2,2,1,2,2,2,3,3,2,2,2,2,4,4,4,4,5,5,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,128,0,6,3,125,1,19,12,18,30,35,50,8,3,3,93,25,69,"03292008",29,3,2008,25,6,178,67,60,127,39,2,1,334,168,0,0,11,42,37,1,0,1,7,35,134,0,0,3,1,1,3,3,4,13.1708239568517,13.5757274541671,13.5724912426427,13.4487825122549,13.59808599291,13.5042379388697,13.5571188600023,13.532745724225,13.4871975408704,13.587329962299,13.392257550581,13.2507753904436,13.4326553583851,13.361884283758,13.5139009711515,13.4893703897189,13.3736940277504,13.4248984507471,13.3307685991599,13.4178164104189,13.3725637517772,13.3897556537574,13.2941340293137,13.4119525897237,13.2977448447687,13.4078156677821,13.398410799066,13.3628635887222,13.4410202958781,13.3949831361472,13.3469345202721,13.3526669629306,13.2594464376839,13.3433168977204,13.0281935985836,13.3506518153346,0,13.6152268713404,13.4823144792478,13.4126390598246,13.4908773257401,13.3272238760115,13.5367289877262,13.5188796374907,13.6135414560316,13.6159254782631,13.4207865813263,13.5555759199787,13.4875556900215,13.443223478697,13.5708300637359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,28
"1143","1571",1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,-1,1,1,1,2,2,-1,2,1,1,1,1,1,2,1,2,1,1,2,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,4,2,3,4,4,4,4,5,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,53,1,0,25,28,12,11,40,13,65,40,100,7,1,1,93,50,30,"04152008",15,4,2008,60,4,128,134,59,28,85,1,8,241,120,0,0,7,100,30,0,15,7,2,50,54,0,3,2,1,4,2,4,1,11.8705920297652,12.0602613310092,11.9389486909258,11.9176958162758,11.8575873036142,12.2421988825667,12.2426391100146,12.0764215510491,12.1704348906552,12.1187175061975,12.0689947479531,12.003184777672,11.9674630153045,12.1635663651271,12.1417133078027,12.0936078897101,12.2105399743259,12.111295612299,12.047688222544,11.9656041040061,12.1789343509093,12.0624393589161,0,12.0393661304252,12.1470576664536,12.1709487162147,12.1276766993237,12.0746468850402,11.9305799692078,12.0696391921372,12.1428506644913,12.1447924256618,12.0072602568208,12.2549534936382,12.1274338007172,12.2279570464403,12.2967160119697,12.2694802690208,12.2212052996829,12.2985974968789,12.1168952089339,12.0129750830159,12.036616638423,12.0626344028826,12.2735790088574,12.0790486056379,12.1239295972559,12.2299084766171,11.9353448538181,12.1829268626625,12.3136234052536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,0,0,0,11,0,0,0,0,0,5,0,10,0,10,0,10,0,0,0,0,0
"1144","1573",1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,2,1,2,2,3,3,3,3,2,2,3,3,2,3,3,2,2,5,4,5,4,5,4,5,5,1,2,1,1,1,1,1,2,2,-1,1,2,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,2,0,0,0,2,0,1,7,12,1,85,85,6,4,2,99,42,37,"02272008",27,2,2008,80,8,2,3,0,2,0,0,0,121,2,0,0,0,0,0,0,0,0,0,0,2,0,0,-1,-1,3,1,2,1,93.3221133460974,95.8493563876646,94.3665241871339,94.7387127604041,95.3254078643824,94.9791506206016,97.1038278853797,93.6859382664089,0,96.0638716589653,96.4199352385639,95.1471146854308,93.9785697253421,95.1010329725203,95.250720283704,94.5900996385164,94.4802715742499,95.5488080831002,95.5989627775137,94.4522712608011,94.800815080533,95.4294739649586,95.2377026472503,94.8494514170174,95.3519847288294,93.9269875580277,95.8025685027896,95.6648057809352,94.7828031509736,95.7408996467348,95.9205439003959,94.9772102171043,95.5443591941075,94.2370523118137,95.6216639240002,94.5656244657764,96.1065083277088,95.6157636574203,95.7564868451972,94.1775401957248,96.4017400000188,95.3610383126723,96.0200003930227,95.8522625215119,96.5311945457789,95.2543704702889,95.0229352223511,95.2717557921767,95.0935099903568,93.2093945505644,94.4952293492294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18
"1145","1574",1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,3,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,3,1,2,3,2,3,3,2,2,4,2,3,2,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,300,0,0,15,285,5,5,3,11,4,80,40,6,3,2,96,206,198,"03052008",5,3,2008,60,6,351,84,76,285,56,3,5,342,346,0,0,5,21,21,0,0,40,5,6,300,11,1,6,1,3,3,4,2,9.79733927619163,9.91323564224706,10.0332511867761,9.93816646945375,9.83999124784745,9.92492080389421,10.0034435047078,9.91805747218076,10.100287750161,9.95674107320862,10.0733013937783,10.0893612270992,9.93176154013299,10.102986820001,10.0180358609081,9.96120894849276,10.0268993585396,10.0164329980413,10.0105414923737,9.90106013189309,10.0188464283908,9.93920766227903,10.1165413551997,10.0436533030601,10.112196438841,10.1804862076742,10.1392075387381,10.0578560473594,10.0479741000847,10.0638923103421,0,9.98349779939586,9.84351510270592,9.92281584729498,9.96675829323651,10.005832942243,10.0416547599914,9.99956072658139,9.86558280223496,9.93608902478768,10.019671266276,9.92278992614134,10.0213838072784,9.97896150406032,10.0486780577888,9.99045163491943,9.93872663742161,10.0404964811376,9.93292473800804,9.96698396171021,9.95761299067231,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1146","1575",1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,3,3,1,3,3,2,2,3,1,2,2,2,2,4,3,4,4,5,4,4,5,1,2,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,100,0,10,40,50,0,14,2,77,8,60,70,8,4,3,97,148,66,"03042008",4,3,2008,60,7,109,31,31,50,45,0,0,341,109,0,0,14,15,15,0,1,3,0,5,100,0,2,6,4,3,3,4,1,9.09879530757181,9.36661923695413,9.1965247137886,9.33265846647138,9.28854731318238,9.29274800043801,9.30744846015129,9.31120682177439,9.36354164369843,9.28869077060215,9.28416255298913,9.33219941026661,9.29942380838082,9.28763560038697,9.33081628774611,9.31992697951354,9.22096947143775,9.28372586669144,9.29736131176354,9.32171506995082,9.24151646774279,9.36822466862771,9.21473870582404,9.18897972344424,9.22107014432722,9.24850905457853,9.24538708919372,9.29186180249785,9.33739045334542,9.27475136400436,9.3328711206209,9.2480268076903,9.28749810312321,9.24183511886651,9.20514824330258,9.28132106774107,9.29313245896442,9.23996073897693,9.25491704896224,9.31523411504462,9.23884144351266,9.2421470300027,0,9.26857428275016,9.16581231735766,9.21017943035087,9.36659448993305,9.30656759607373,9.32468782125235,9.43824071920625,9.34089439545205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,11,0,0,6,0,0
"1147","1576",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,3,4,3,3,2,2,2,1,1,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,2,1,3,2,3,3,3,3,2,3,3,3,2,3,3,2,2,4,1,3,3,4,2,5,5,1,2,1,2,2,-1,2,-1,1,2,1,2,1,2,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,80,0,0,0,80,0,0,0,17,20,70,70,6,3,3,97,31,24,"03112008",11,3,2008,75,6,90,22,2,90,0,2,0,134,90,2,0,0,17,2,0,0,0,0,10,80,2,0,-1,-1,1,1,3,4,52.9846301957695,53.863458113843,54.3516092011952,53.4719401233433,53.561556831747,54.6183390104559,54.0943537119539,54.1694724091948,54.2490452446166,53.4841568169509,54.3702937076854,54.0111805340185,54.3194588729606,54.3465324577658,53.6047078271783,53.4846679816215,54.2730972515664,53.9651956185635,53.7314193109209,53.651909077748,53.975340025287,53.6526078399619,54.3402371810915,53.9434672661447,54.2729168907464,53.9969761345734,54.1084198419664,53.580044198513,54.8650518431697,54.8163007130079,54.9598039554759,54.0536770925486,0,54.2854205574626,52.931254386894,54.714548171718,53.8123156294703,53.9567757000472,54.5103155732784,53.9537756024931,54.3745658704945,54.3528749711981,53.9370806544742,53.6138518852794,54.0241355686022,54.3725445619757,53.770823487488,53.3745206000984,53.9021031082659,54.0866485112608,54.8211769097893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,10,0,0,0,0,0
"1148","1577",1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,3,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,3,3,3,3,3,3,3,2,3,3,2,2,2,2,2,5,4,5,4,5,4,5,5,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,24,0,0,0,24,15,1,0,35,20,60,60,6,2,2,92,27,24,"03172008",17,3,2008,20,8,92,56,5,43,34,0,15,231,87,2,2,0,42,2,0,0,20,1,47,24,0,1,2,4,4,2,3,1,15.919842993659,16.4369039022264,16.100283250715,15.9629842372726,15.9354415035812,16.2759546723967,16.2617972208783,16.0959098242389,16.345673628408,16.1481538806357,16.3774964322611,16.226805914074,16.0576768840509,16.2987222236506,16.3395422389893,16.1553872102647,16.1549564844767,16.4194253973579,16.2895321804145,16.1039401035237,16.2989603938277,16.2186453188386,16.2305406166861,16.2223680007588,16.3965015580074,16.2158647567953,16.3591010302732,16.2192847106552,16.3177464665948,16.2780958826723,16.1748993199828,16.3680583931485,16.2861044245153,16.2015131224206,16.3087124035615,16.3255463390569,16.344545620583,16.2398724163003,16.2090788747061,16.4514332435904,16.2425419099828,16.2306383904668,16.1313750971285,16.1638677619467,16.3276465692998,16.2728071797368,16.1290033967235,0,16.1756351279539,16.3307285152555,16.3050522805893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1149","1578",1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,4,4,4,3,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,2,2,2,2,2,5,4,5,4,5,4,5,5,1,2,2,-1,1,2,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,0,0,0,0,0,0,0,2,13,5,40,30,10,3,3,94,100,71,"",NA,NA,2008,60,7,2,4,1,2,0,0,0,133,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,2,1,3,3,68.304672345148,70.0912940936101,0,68.693327894827,70.0608473252933,69.210725856214,66.6417278607889,69.0671001411969,70.1526221431932,69.4007093701531,67.0031603467828,70.2737924960578,70.7824334632892,70.6611159583014,71.0482309704938,70.2556113195905,71.85265803191,70.4698647996497,68.3675399476347,71.6097883564679,72.287745866071,71.3197386495655,70.7466541610104,71.2446676602444,70.5961288431334,69.5569770886857,70.9648810905519,71.0776322993605,69.5698068305263,69.7463738161928,69.5901848815133,68.7011016031737,68.9078800823155,68.4171601665932,69.3268234876749,69.6054099950695,68.5688732915635,69.1766474970688,69.408428852654,69.0371328278605,69.2103421026853,69.1232620528396,68.8753355196761,68.7729199056738,69.165045764496,69.3183977196043,67.9331310950855,69.3611257927768,68.9957079401071,70.4139431945686,70.3028527000504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"1150","1579",1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,3,3,3,3,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,1,3,2,3,3,3,3,3,2,2,3,1,3,3,2,2,5,5,5,5,5,5,5,5,1,2,1,2,2,-1,2,-1,1,2,1,2,1,2,1,2,1,2,2,-1,2,-1,1,1,2,-1,1,2,1,1,1,1,2,-1,0,0,0,0,0,0,0,0,17,5,60,80,6,3,3,96,5,3,"03042008",4,3,2008,20,7,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,2,1,3,23.8629136405737,24.4272987755415,24.2769937625183,24.5560097557229,24.5084698126057,23.9989848196215,23.4135116806628,24.3567470098405,24.3274959001052,24.7356600416846,23.8704397684591,24.6359972465774,24.2364224618179,24.390304289572,24.6217025544687,24.3642547506775,24.7254945811345,24.1020457387449,0,24.3001849668546,24.5783187919826,24.4393606648166,24.6144573277371,24.1998510994042,24.4188525495124,23.97518216966,24.4443792344602,24.1627115577591,24.3051391362677,24.6749974955541,24.5522472756825,24.123342612614,24.3180853333713,24.394149674213,24.3180139882257,24.6245116946051,24.6455924291024,24.8163329166609,24.3086700653375,24.7091920938935,24.4881491026533,24.6311799631464,24.7216131257917,24.3475251384735,24.1435732657541,24.4411016031572,23.8048974680376,24.1702202765569,23.6475769326832,24.4375795854623,24.6208221852866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
