"","schid","c0110","c0112","c0114","c0116","c0120","c0121","c0122","c0125","c0129","c0134","c0136","c0138","c0140","c0139","c0141","c0143","c0142","c0144","c0146","c0150","c0153","c0155","c0158","c0162","c0166","c0170","c0169","c0161","c0157","c0163","c0165","c0167","c0174","c0183","c0176","c0181","c0175","c0177","c0179","c0186","c0600","c0602","c0604","c0606","c0608","c0190","c0192","c0196","c0198","c0204","c0206","c0208","c0210","c0212","c0214","c0216","c0218","c0610","c0612","c0614","c0616","c0618","c0621","c0622","c0624","c0626","c0628","c0630","c0632","c0636","c0638","c0640","c0642","c0644","c0646","c0648","c0650","c0652","c0654","c0656","c0658","c0660","c0661","c0663","c0665","c0667","c0669","c0671","c0674","c0676","c0678","c0681","c0682","c0684","c0686","c0266","c0268","c0265","c0267","c0269","c0270","c0272","c0278","c0271","c0273","c0274","c0276","c0277","c0279","c0280","c0282","c0284","c0286","c0288","c0290","c0292","c0294","c0296","c0298","c0300","c0302","c0304","c0705","c0688","c0374","c0376","c0378","c0381","c0383","c0385","c0387","c0382","c0380","c0384","c0386","c0389","c0391","c0393","c0402","c0404","c0406","c0408","c0410","c0412","c0422","c0424","c0426","c0428","c0430","c0432","c0434","c0436","c0442","c0444","c0446","c0448","c0450","c0452","c0454","c0456","c0532","c0534","c0536","c0538","c0560","c0562","c0568","c0570","c0572","c0578","c0578_dd","c0578_mm","year","c0578_source","c0580","strata","crisis","disalc","disdrug","disfire","disweap","incid","incpol","nonvioinc","nonviopol","othact","outsus","probwk","sec_ft","sec_pt","stuoff","svinc","svpol","vioinc","viopol","fr_urban","fr_lvel","fr_size","finalwgt","repfwt1","repfwt2","repfwt3","repfwt4","repfwt5","repfwt6","repfwt7","repfwt8","repfwt9","repfwt10","repfwt11","repfwt12","repfwt13","repfwt14","repfwt15","repfwt16","repfwt17","repfwt18","repfwt19","repfwt20","repfwt21","repfwt22","repfwt23","repfwt24","repfwt25","repfwt26","repfwt27","repfwt28","repfwt29","repfwt30","repfwt31","repfwt32","repfwt33","repfwt34","repfwt35","repfwt36","repfwt37","repfwt38","repfwt39","repfwt40","repfwt41","repfwt42","repfwt43","repfwt44","repfwt45","repfwt46","repfwt47","repfwt48","repfwt49","repfwt50","ic0110","ic0112","ic0114","ic0116","ic0120","ic0121","ic0122","ic0125","ic0129","ic0134","ic0136","ic0138","ic0140","ic0139","ic0141","ic0143","ic0142","ic0144","ic0146","ic0150","ic0153","ic0155","ic0158","ic0162","ic0166","ic0170","ic0169","ic0161","ic0157","ic0163","ic0165","ic0167","ic0174","ic0183","ic0176","ic0181","ic0175","ic0177","ic0179","ic0186","ic0600","ic0602","ic0604","ic0606","ic0608","ic0190","ic0192","ic0196","ic0198","ic0204","ic0206","ic0208","ic0210","ic0212","ic0214","ic0216","ic0218","ic0610","ic0612","ic0614","ic0616","ic0618","ic0621","ic0622","ic0624","ic0626","ic0628","ic0630","ic0632","ic0636","ic0638","ic0640","ic0642","ic0644","ic0646","ic0648","ic0650","ic0652","ic0654","ic0656","ic0658","ic0660","ic0661","ic0663","ic0665","ic0667","ic0669","ic0671","ic0674","ic0676","ic0678","ic0681","ic0682","ic0684","ic0686","ic0266","ic0268","ic0265","ic0267","ic0269","ic0270","ic0272","ic0278","ic0271","ic0273","ic0274","ic0276","ic0277","ic0279","ic0280","ic0282","ic0284","ic0286","ic0288","ic0290","ic0292","ic0294","ic0296","ic0298","ic0300","ic0302","ic0304","ic0705","ic0688","ic0374","ic0376","ic0378","ic0381","ic0383","ic0385","ic0387","ic0382","ic0380","ic0384","ic0386","ic0389","ic0391","ic0393","ic0402","ic0404","ic0406","ic0408","ic0410","ic0412","ic0422","ic0424","ic0426","ic0428","ic0430","ic0432","ic0434","ic0436","ic0442","ic0444","ic0446","ic0448","ic0450","ic0452","ic0454","ic0456","ic0532","ic0534","ic0536","ic0538","ic0560","ic0562","ic0568","ic0570","ic0572","ic0578","ic0580"
"1134",146,1,1,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2,-1,1,2,1,1,1,3,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,1,1,1,2,-1,-1,2,2,3,3,2,3,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,3,2,2,4,3,4,4,4,5,5,4,4,4,5,2,2,2,2,-1,2,-1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,10,80,50,7,2,2,93,5,4,"04202018",20,4,2018,0,35,332,0,-1,2,-1,-1,8,8,4,4,5,0,0,1,0,5,0,0,4,4,2," 3",3,15.3735,15.5857,15.4788,15.5172,15.4835,15.7615,15.5401,15.7997,15.8583,15.5171,15.4602,15.9461,15.7239,15.6833,15.8302,15.9132,0,15.5846,15.3996,15.5798,15.7689,15.5334,15.5739,15.6241,15.924,15.5208,16.1051,15.6313,16.0066,15.8524,15.7361,15.5124,15.9399,15.9782,15.7338,16.1057,15.5359,15.8008,15.6255,15.6357,15.5917,15.5391,15.5783,15.8564,15.8798,15.5808,15.6497,16.0301,15.4115,15.4601,15.3602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1135",2783,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,-1,1,1,1,2,1,2,3,2,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,1,1,2,2,1,3,3,3,3,3,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,3,3,3,3,3,2,2,3,3,3,3,2,1,4,3,4,4,4,5,4,5,4,4,5,3,3,4,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,1,2,10,70,50,5,3,3,92,9,21,"02262018",26,2,2018,2,30,334,8,-1,4,1,3,11,4,8,3,3,10,0,0,0,13,0,0,3,1,4," 3",3,16.4927,16.9515,17.0169,16.7343,16.7703,16.9839,16.9418,16.8932,16.8736,16.6831,16.7459,17.0775,16.7988,16.8123,16.9235,16.8559,16.6433,16.8351,16.5098,16.7587,16.9616,16.8115,16.8056,16.6323,16.735,16.7338,16.6795,16.8099,16.9364,16.7743,16.738,16.6128,16.9885,16.7969,16.5217,16.8623,16.5811,17.0748,16.5512,0,16.6346,17.0894,16.8082,16.904,16.9617,17.1715,16.6318,16.9343,16.6649,16.8691,17.1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1136",192,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,-1,2,2,2,1,1,4,4,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,3,3,3,3,3,2,-1,-1,1,1,2,2,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,2,3,3,3,3,2,3,2,1,4,4,5,5,5,5,5,5,4,4,5,4,5,5,2,-1,2,-1,2,-1,1,2,1,1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,10,98,98,0,3,3,98,10,3,"04022018",2,4,2018,2,35,132,4,-1,-1,-1,-1,0,0,0,0,-1,-1,0,1,0,0,0,0,0,0,2," 1",3,64.0449,65.6087,64.8868,64.2815,64.0701,66.5423,65.7756,66.5258,63.6962,63.968,64.8003,64.9786,64.5021,62.9596,65.6859,65.3528,0,65.6923,65.5288,65.8324,65.9352,64.9071,66.3361,66.3746,65.3302,65.9859,63.6163,64.7013,67.4208,65.7662,64.6559,66.808,66.2477,65.0595,63.5363,67.0671,67.8158,66.5848,64.0358,66.5003,66.0498,65.4429,65.525,64.4701,65.8938,64.0811,65.9346,64.7564,63.6975,64.6656,66.9471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1137",357,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,2,2,3,3,2,2,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,3,1,2,2,3,1,3,1,2,2,1,2,1,2,1,1,1,2,1,1,2,3,1,3,3,3,3,3,2,3,3,3,3,3,2,1,4,4,4,5,5,4,4,5,4,3,5,4,4,5,1,2,1,1,1,1,1,1,2,-1,2,-1,1,1,1,2,1,1,1,1,1,1,15,88,90,10,3,3,92,30,10,"03192018",19,3,2018,2,60,234,8,1,1,-1,-1,3,1,2,1,1,3,0,0,0,4,0,0,1,0,4," 2",3,15.5284,15.9258,16.0941,15.8937,15.6756,15.9254,15.8116,15.5268,15.8323,15.5229,15.769,15.7019,15.7276,15.7524,15.7375,15.8076,16.0164,15.6991,15.6826,16.2505,16.0937,15.7925,15.7352,15.4285,0,15.6124,15.7634,15.76,15.8588,15.8844,16.0028,15.8008,15.5905,15.814,15.9358,16.0525,15.7873,16.0823,15.7716,16.2437,15.7553,16.209,15.8954,15.7822,15.9736,16.1643,15.623,15.97,15.7146,15.8617,16.1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1138",4573,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,2,-1,1,1,1,2,2,4,3,1,1,2,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,3,3,3,3,3,3,3,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,3,3,3,3,3,1,3,3,3,3,3,2,1,5,4,4,4,5,5,4,4,4,3,5,3,3,3,1,1,1,1,1,2,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,12,70,85,9,3,3,93,20,18,"05162018",16,5,2018,0,80,214,6,-1,-1,-1,-1,10,0,0,0,7,0,0,0,0,7,0,0,10,0,4," 2",1,29.5809,30.3743,28.7373,30.5605,30.1702,30.4277,30.055,29.6085,29.9646,30.1173,29.5539,30.3195,30.0411,30.6566,30.3296,30.2871,30.7059,29.7549,30.0425,30.9493,29.8644,30.7917,30.0365,29.7636,30.3838,30.7206,30.1304,30.9115,30.3124,30.3469,31.1663,29.7808,30.3212,30.8374,29.9729,31.0293,0,30.3223,30.8626,30.1802,29.9037,30.38,29.8657,30.2429,30.0532,29.5322,29.8527,29.1267,30.1652,30.2051,30.1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1139",2519,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,1,1,2,-1,-1,2,2,3,3,3,3,3,1,1,1,1,2,1,1,1,2,2,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,4,5,4,4,4,5,4,5,4,4,5,3,4,4,1,2,2,-1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,14,50,33,8,3,3,93,36,34,"04022018",2,4,2018,0,50,212,3,-1,-1,-1,-1,7,0,1,0,2,0,0,0,2,2,0,0,6,0,2," 2",1,21.3862,21.6314,21.7008,21.9402,22.0351,21.7894,21.4376,21.2461,21.2861,21.8395,21.7031,21.2593,22.073,22.0966,22.0177,21.7421,21.3499,21.455,21.6371,21.5717,21.6624,21.9803,21.3909,21.6966,0,22.491,21.8911,22.045,22.0403,21.9338,22.3463,22.086,22.4526,22.011,21.7213,21.8374,21.8943,21.9325,22.1205,21.8096,21.8912,22.4228,22.2312,21.4925,21.2351,21.672,22.2368,21.5496,22.0727,21.9358,21.4347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1140",3354,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,-1,1,2,2,2,2,3,3,2,1,2,1,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,3,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,4,2,4,4,4,5,4,2,1,3,5,3,3,3,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,2,1,2,25,80,90,9,2,3,92,17,17,"04132018",13,4,2018,0,45,213,8,2,4,-1,6,38,1,20,1,18,12,3,0,0,30,0,0,18,0,3," 2",1,24.0335,24.4288,24.2864,24.8718,24.7909,24.6738,24.7016,24.6747,25.1436,24.9505,25.243,24.5794,25.0439,24.6617,24.4631,24.6139,25.1345,24.6937,24.4731,24.2816,24.588,24.612,24.6304,24.705,24.1314,25.173,24.3218,24.7499,24.3102,24.7448,24.7131,24.3574,25.056,24.3317,24.3977,24.2719,24.0263,24.3892,24.3098,23.899,24.2281,24.6038,24.4097,24.1939,24.0501,24.0326,24.6826,24.1753,0,24.0468,23.9613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1141",1380,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,-1,2,2,2,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,3,3,3,2,3,3,3,3,3,2,2,4,4,5,5,5,5,5,5,4,4,5,2,2,4,2,-1,2,-1,1,1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,10,70,70,6,3,3,97,4,5,"05072018",7,5,2018,2,55,222,4,-1,-1,-1,-1,1,1,1,1,-1,-1,0,0,2,0,0,0,0,0,2," 2",2,19.7493,20.3248,20.0086,19.903,19.6432,20.1599,20.1008,19.8917,19.7025,19.8169,19.9574,20.0634,19.9871,19.5465,20.2994,19.795,20.0922,19.6608,20.0391,19.7998,20.1246,20.0416,20.1919,20.2769,20.6211,20.3361,20.0753,0,20.5724,20.1497,20.0311,20.695,20.3036,20.1113,19.6437,20.423,21.0558,20.7407,20.1401,20.6452,20.6713,20.3856,20.2082,20.3802,20.3811,19.9009,20.4719,19.8179,20.0321,20.244,20.4528,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,0,7,0,7,0,7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"1142",158,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,2,1,1,3,3,3,3,3,1,1,2,1,1,1,2,2,2,1,2,1,1,2,3,2,3,3,3,3,3,2,2,3,3,3,3,2,2,4,3,4,5,5,5,4,5,4,4,5,3,4,3,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,20,60,70,6,3,3,92,28,34,"02272018",27,2,2018,0,60,342,7,1,9,-1,-1,7,6,4,3,19,1,0,35,0,21,0,0,3,3,2," 3",4,8.0931,8.3339,8.1788,0,8.2278,8.234,8.2023,8.2788,8.3569,8.1366,8.1492,8.2228,8.2525,8.2622,8.282,8.3112,8.2808,8.2304,8.2438,8.2394,8.2321,8.1652,8.2554,8.2754,8.3154,8.2332,8.3061,8.182,8.2976,8.3002,8.2188,8.232,8.1597,8.3719,8.3966,8.3316,8.2927,8.2735,8.256,8.1995,8.1994,8.2465,8.3334,8.2895,8.3452,8.2785,8.2815,8.386,8.1593,8.214,8.2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1143",635,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,3,3,1,2,2,2,2,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,-1,-1,-1,-1,-1,1,1,1,2,-1,-1,2,2,2,2,2,3,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,4,4,4,4,4,4,4,4,4,5,2,2,2,1,1,1,2,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,15,70,50,5,3,3,95,10,6,"03162018",16,3,2018,0,38,232,5,-1,-1,-1,2,16,0,5,0,5,2,0,1,0,7,2,0,11,0,2," 2",3,14.8753,15.1926,15.0281,15.2369,14.8619,15.2576,15.0207,15.1723,14.9289,14.8942,14.9871,15.2575,14.9522,14.7323,15.2482,14.77,15.3926,14.8881,15.1762,15.1122,15.2173,15.1659,15.1306,15.3426,15.3521,15.2478,14.9114,14.8769,15.784,15.3176,15.1882,15.5305,15.2739,15.057,14.9473,15.4123,15.8024,15.516,14.991,15.5558,15.3738,0,15.1077,15.1551,15.3294,14.9283,15.2887,15.0926,14.9881,15.1787,15.4664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1144",74,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2,3,3,1,1,2,1,1,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,-1,-1,2,1,3,3,3,3,3,2,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,3,3,3,3,3,2,3,3,2,2,3,2,1,4,4,5,4,4,5,5,5,4,4,5,4,4,5,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,8,80,90,4,3,3,80,10,10,"04022018",2,4,2018,0,40,324,8,-1,-1,-1,-1,12,7,6,6,0,4,0,0,0,4,0,0,6,1,4," 3",2,14.701,15.0934,14.9225,15.2764,15.0289,14.8576,15.1322,15.0261,14.785,15.0757,15.0816,15.0496,14.9172,15.0443,15.1768,14.7907,15.1934,14.9031,14.862,14.8656,15.0034,15.1904,15.2296,15.1081,14.9505,15.1566,14.848,14.9962,15.1024,14.8624,14.8208,0,15.2827,15.1192,15.029,14.9185,15.2932,15.1585,14.685,14.9897,14.8026,14.9056,14.9793,15.0119,14.8846,15.203,15.1598,14.7888,14.786,14.7671,15.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
