"","schid","c0110","c0112","c0114","c0116","c0120","c0121","c0122","c0125","c0129","c0134","c0136","c0138","c0140","c0139","c0141","c0143","c0142","c0144","c0146","c0150","c0153","c0155","c0158","c0162","c0166","c0170","c0169","c0161","c0157","c0163","c0165","c0167","c0174","c0183","c0176","c0181","c0175","c0177","c0179","c0186","c0600","c0602","c0604","c0606","c0608","c0190","c0192","c0196","c0198","c0204","c0206","c0208","c0210","c0212","c0214","c0216","c0218","c0610","c0612","c0614","c0616","c0618","c0621","c0622","c0624","c0626","c0628","c0630","c0632","c0636","c0638","c0640","c0642","c0644","c0646","c0648","c0650","c0652","c0654","c0656","c0658","c0660","c0661","c0663","c0665","c0667","c0669","c0671","c0674","c0676","c0678","c0681","c0682","c0684","c0686","c0266","c0268","c0265","c0267","c0269","c0270","c0272","c0278","c0271","c0273","c0274","c0276","c0277","c0279","c0280","c0282","c0284","c0286","c0288","c0290","c0292","c0294","c0296","c0298","c0300","c0302","c0304","c0705","c0688","c0374","c0376","c0378","c0381","c0383","c0385","c0387","c0382","c0380","c0384","c0386","c0389","c0391","c0393","c0402","c0404","c0406","c0408","c0410","c0412","c0422","c0424","c0426","c0428","c0430","c0432","c0434","c0436","c0442","c0444","c0446","c0448","c0450","c0452","c0454","c0456","c0532","c0534","c0536","c0538","c0560","c0562","c0568","c0570","c0572","c0578","c0578_dd","c0578_mm","year","c0578_source","c0580","strata","crisis","disalc","disdrug","disfire","disweap","incid","incpol","nonvioinc","nonviopol","othact","outsus","probwk","sec_ft","sec_pt","stuoff","svinc","svpol","vioinc","viopol","fr_urban","fr_lvel","fr_size","finalwgt","repfwt1","repfwt2","repfwt3","repfwt4","repfwt5","repfwt6","repfwt7","repfwt8","repfwt9","repfwt10","repfwt11","repfwt12","repfwt13","repfwt14","repfwt15","repfwt16","repfwt17","repfwt18","repfwt19","repfwt20","repfwt21","repfwt22","repfwt23","repfwt24","repfwt25","repfwt26","repfwt27","repfwt28","repfwt29","repfwt30","repfwt31","repfwt32","repfwt33","repfwt34","repfwt35","repfwt36","repfwt37","repfwt38","repfwt39","repfwt40","repfwt41","repfwt42","repfwt43","repfwt44","repfwt45","repfwt46","repfwt47","repfwt48","repfwt49","repfwt50","ic0110","ic0112","ic0114","ic0116","ic0120","ic0121","ic0122","ic0125","ic0129","ic0134","ic0136","ic0138","ic0140","ic0139","ic0141","ic0143","ic0142","ic0144","ic0146","ic0150","ic0153","ic0155","ic0158","ic0162","ic0166","ic0170","ic0169","ic0161","ic0157","ic0163","ic0165","ic0167","ic0174","ic0183","ic0176","ic0181","ic0175","ic0177","ic0179","ic0186","ic0600","ic0602","ic0604","ic0606","ic0608","ic0190","ic0192","ic0196","ic0198","ic0204","ic0206","ic0208","ic0210","ic0212","ic0214","ic0216","ic0218","ic0610","ic0612","ic0614","ic0616","ic0618","ic0621","ic0622","ic0624","ic0626","ic0628","ic0630","ic0632","ic0636","ic0638","ic0640","ic0642","ic0644","ic0646","ic0648","ic0650","ic0652","ic0654","ic0656","ic0658","ic0660","ic0661","ic0663","ic0665","ic0667","ic0669","ic0671","ic0674","ic0676","ic0678","ic0681","ic0682","ic0684","ic0686","ic0266","ic0268","ic0265","ic0267","ic0269","ic0270","ic0272","ic0278","ic0271","ic0273","ic0274","ic0276","ic0277","ic0279","ic0280","ic0282","ic0284","ic0286","ic0288","ic0290","ic0292","ic0294","ic0296","ic0298","ic0300","ic0302","ic0304","ic0705","ic0688","ic0374","ic0376","ic0378","ic0381","ic0383","ic0385","ic0387","ic0382","ic0380","ic0384","ic0386","ic0389","ic0391","ic0393","ic0402","ic0404","ic0406","ic0408","ic0410","ic0412","ic0422","ic0424","ic0426","ic0428","ic0430","ic0432","ic0434","ic0436","ic0442","ic0444","ic0446","ic0448","ic0450","ic0452","ic0454","ic0456","ic0532","ic0534","ic0536","ic0538","ic0560","ic0562","ic0568","ic0570","ic0572","ic0578","ic0580"
"1123",3915,1,1,1,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,-1,2,2,1,2,1,1,1,2,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,2,2,1,1,1,2,1,2,-1,-1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,3,2,2,3,3,1,2,3,3,3,3,2,4,4,4,4,3,4,5,5,4,3,3,4,1,2,2,1,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,6,50,30,7,4,3,88,176,197,"04182018",18,4,2018,0,27,342,5,1,7,-1,-1,92,92,55,55,24,0,0,1,0,34,0,0,37,37,2," 3",4,8.0931,8.3339,8.1788,8.268,8.2278,8.234,8.2023,8.2788,8.3569,8.1366,8.1492,8.2228,8.2525,8.2622,8.282,8.3112,8.2808,8.2304,8.2438,8.2394,8.2321,8.1652,8.2554,8.2754,8.3154,8.2332,8.3061,8.182,8.2976,8.3002,8.2188,8.232,8.1597,0,8.3966,8.3316,8.2927,8.2735,8.256,8.1995,8.1994,8.2465,8.3334,8.2895,8.3452,8.2785,8.2815,8.386,8.1593,8.214,8.2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1124",4739,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,-1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,3,1,1,2,-1,-1,2,-1,-1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,4,5,5,5,5,5,4,4,5,4,4,1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,0,80,80,4,2,3,75,38,25,"04252018",25,4,2018,0,60,333,3,-1,-1,-1,-1,4,0,0,0,15,0,0,3,0,15,0,0,4,0,3," 3",3,15.0627,15.2766,15.6268,15.3375,15.4578,15.4528,15.1674,15.3645,15.8615,15.544,15.3478,15.8135,15.2678,15.3099,15.5747,15.4621,15.009,15.4408,15.1124,15.2014,15.32,15.4137,0,15.3979,15.4772,15.5495,15.4667,15.0293,15.2025,15.1532,15.2093,14.9508,15.2976,15.3407,15.496,15.1359,15.2308,15.2242,15.6324,15.3763,15.3581,15.3297,14.9102,15.4921,15.6799,15.5487,15.2988,15.534,15.4194,15.5983,15.7069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1125",3693,1,1,1,2,1,2,2,2,2,1,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,-1,2,2,2,1,2,3,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,1,1,2,1,3,1,3,3,3,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,5,4,5,5,5,5,5,5,4,3,5,4,4,4,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,30,30,50,6,3,3,95,38,32,"03012018",1,3,2018,0,-2,112,8,-1,-1,-1,-1,4,0,0,0,8,0,0,0,1,8,0,0,4,0,2," 1",1,105.7144,108.8445,108.8395,108.216,110.6848,110.1251,105.5884,109.9113,107.7252,106.6065,106.7661,105.3562,109.6678,107.5363,107.9662,109.8927,103.4642,110.5993,107.013,107.9079,105.4656,106.81,105.662,107.8697,107.414,107.9361,106.907,107.6964,109.4708,106.5539,108.5938,107.4522,110.8876,107.8204,107.6429,108.7943,107.715,107.5132,106.0127,108.5415,106.6864,109.4609,109.8418,103.5314,108.1367,110.0435,0,107.2301,108.7029,108.6782,106.8191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1126",4122,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,2,-1,2,1,2,1,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,3,3,3,3,3,1,1,2,2,-1,-1,3,2,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,1,4,4,4,5,5,4,4,5,4,4,5,4,4,4,2,-1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,10,55,75,6,3,3,91,25,10,"06072018",7,6,2018,2,25,224,4,-1,-1,-1,-1,25,0,15,0,20,0,0,1,0,20,0,0,10,0,4," 2",2,14.1247,14.428,14.4364,14.3588,14.2713,14.2582,14.42,14.1161,14.3229,14.3357,14.4837,14.3507,14.4932,14.3326,14.3782,14.3576,14.4375,14.2386,14.2945,0,14.3385,14.4479,14.4135,14.332,14.6625,14.3155,14.4224,14.5679,14.2976,14.3163,14.4747,14.4669,14.4105,14.6759,14.3667,14.5165,14.6663,14.6123,14.5477,14.3751,14.3695,14.2656,14.3528,14.5557,14.3828,14.6611,14.5484,14.3,14.4593,14.3589,14.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1127",844,1,1,1,2,1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,3,4,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,4,2,4,4,4,4,4,4,3,3,5,5,5,5,2,-1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,60,5,15,5,4,3,100,0,0,"03182018",18,3,2018,0,135,311,7,-1,-1,-1,-1,11,0,6,0,0,0,1,93,0,5,0,0,5,0,1," 3",1,22.8752,23.7321,23.7611,22.8329,22.7592,23.0458,23.2641,22.9627,22.7835,23.8291,23.6941,23.1605,23.5775,23.6367,23.2626,23.3402,23.7326,22.938,22.8855,22.9702,23.7142,22.9769,22.6887,22.554,23.0658,23.4942,0,22.9605,23.1845,23.0085,23.6284,23.8904,22.8467,23.5724,23.1976,23.6517,23.3242,23.2179,23.7888,23.7063,24.2647,23.316,23.1232,23.3205,23.5552,23.2842,23.993,23.6097,23.5447,23.3232,23.6023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1128",401,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,3,1,1,1,2,2,4,4,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,1,1,1,1,1,2,2,2,3,3,3,3,3,1,2,2,2,1,1,2,1,1,2,1,2,2,2,3,1,3,2,3,3,3,2,3,3,3,3,3,1,1,4,1,3,3,4,4,4,5,4,4,5,2,3,3,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,1,2,-1,5,99,90,5,3,3,94,3,1,"04022018",2,4,2018,0,30,334,5,3,3,-1,-1,23,5,17,3,0,7,1,0,1,6,3,2,6,2,4," 3",3,16.4927,16.9515,17.0169,16.7343,16.7703,0,16.9418,16.8932,16.8736,16.6831,16.7459,17.0775,16.7988,16.8123,16.9235,16.8559,16.6433,16.8351,16.5098,16.7587,16.9616,16.8115,16.8056,16.6323,16.735,16.7338,16.6795,16.8099,16.9364,16.7743,16.738,16.6128,16.9885,16.7969,16.5217,16.8623,16.5811,17.0748,16.5512,17.2367,16.6346,17.0894,16.8082,16.904,16.9617,17.1715,16.6318,16.9343,16.6649,16.8691,17.1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1129",4023,1,1,2,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,1,3,3,1,1,2,1,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,2,2,1,2,2,2,3,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,5,1,2,5,5,4,4,3,4,4,5,1,1,1,2,-1,2,-1,2,-1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,40,50,75,2,1,2,90,8,7,"03192018",19,3,2018,0,30,114,5,-1,1,-1,-1,1,1,1,1,1,0,2,0,0,1,0,0,0,0,4," 1",1,121.8157,124.8591,125.2133,124.0374,126.264,125.6026,124.3612,125.6661,125.2947,123.1264,123.7647,123.705,124.6076,124.9868,125.6894,125.7085,121.5393,0,126.2552,123.89,125.6568,123.8837,123.6872,123.4361,123.8572,121.3276,123.3141,123.3534,124.5951,123.1608,124.6366,124.0046,123.5621,123.2853,123.6878,125.0593,124.508,121.6147,123.878,125.0221,124.7396,123.5897,125.7831,124.0724,123.6554,125.7461,125.3337,124.3438,124.8141,122.9193,123.5648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1130",3566,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,4,4,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,-1,-1,1,1,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,3,3,3,2,2,3,3,3,3,2,1,2,2,4,5,4,4,4,5,4,4,5,4,4,5,1,2,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,10,75,75,6,3,3,5,25,24,"03292018",29,3,2018,2,50,122,1,-1,-1,-1,-1,3,1,0,0,2,0,2,1,0,3,1,1,3,1,2," 1",2,81.3683,83.2365,81.1624,82.2832,81.8044,83.5605,82.6279,83.9188,81.5182,81.9024,81.7998,82.7161,81.3231,80.4557,83.7606,82.533,82.3959,82.4609,82.487,82.5845,83.6112,82.6541,83.359,85.7616,83.8902,83.4633,81.0949,81.8355,85.0984,84.4055,82.127,84.3079,84.196,83.1597,82.3985,84.9997,86.1167,85.5915,80.7403,85.2591,84.3924,83.2103,83.4779,82.4448,84.1793,81.6918,0,82.6205,81.5726,81.595,84.1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1131",3884,1,1,2,2,2,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,4,4,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,-1,-1,-1,-1,-1,1,1,1,1,1,2,2,2,2,2,2,2,3,1,1,2,1,2,1,2,1,1,1,2,1,1,2,3,3,2,2,1,3,2,3,3,2,2,2,2,2,1,5,4,4,4,4,5,4,5,4,4,5,3,4,3,1,2,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,30,60,60,3,3,3,85,125,149,"06122018",12,6,2018,2,120,134,7,-1,1,-1,2,6,4,2,2,7,23,0,1,0,31,0,0,4,2,4," 1",3,62.7552,63.7702,64.541,63.7038,63.7319,64.2384,65.2514,63.3368,62.4995,64.3011,64.3098,63.5574,62.0563,0,64.9936,63.0372,63.7411,64.8912,65.4339,64.6028,65.6947,64.8367,64.8992,62.7526,62.7618,63.9095,64.5765,63.3296,63.7333,64.4622,64.2989,64.4035,63.6913,63.9097,62.8879,65.0348,64.5733,63.9511,65.6606,63.6537,64.5848,64.1842,64.519,65.3886,63.2645,62.5731,63.1774,64.7702,63.7302,63.3418,62.6793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1132",3743,1,1,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,2,-1,-1,-1,-1,-1,1,1,2,2,-1,-1,1,2,3,2,2,2,3,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,5,4,4,5,5,5,5,4,3,3,5,4,4,5,2,-1,1,1,1,2,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,32,60,75,8,3,3,87,4,7,"03052018",5,3,2018,0,50,314,8,-1,-1,-1,-1,6,2,1,0,1,0,0,1,0,1,1,1,5,2,4," 3",1,21.8867,22.5549,22.6263,22.1397,22.4215,22.4016,22.6489,22.4356,21.8261,22.2829,22.5604,22.09,22.4566,22.1817,22.6246,22.1615,21.9722,22.3299,22.2293,21.8246,22.3822,22.2349,22.1852,22.5177,22.1532,22.1144,22.3519,22.0733,22.5987,22.0306,22.3488,22.4955,21.879,22.525,22.5922,22.3461,22.6426,21.8625,22.2543,22.3245,22.6036,22.2389,22.4203,22.2549,22.4434,22.3619,22.9752,22.1417,22.5358,22.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1133",37,1,1,2,2,2,1,1,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,-1,2,1,2,2,2,4,4,1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,-1,-1,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,4,4,4,5,4,5,4,4,4,4,5,3,3,4,2,-1,1,2,1,2,1,1,2,-1,2,-1,1,1,2,-1,1,1,2,-1,1,1,5,75,95,7,3,3,97,5,8,"03302018",30,3,2018,0,50,224,8,-1,2,-1,-1,3,3,3,3,2,0,0,0,1,2,0,0,0,0,4," 2",2,14.1247,14.428,14.4364,14.3588,14.2713,14.2582,14.42,14.1161,14.3229,14.3357,14.4837,0,14.4932,14.3326,14.3782,14.3576,14.4375,14.2386,14.2945,14.4837,14.3385,14.4479,14.4135,14.332,14.6625,14.3155,14.4224,14.5679,14.2976,14.3163,14.4747,14.4669,14.4105,14.6759,14.3667,14.5165,14.6663,14.6123,14.5477,14.3751,14.3695,14.2656,14.3528,14.5557,14.3828,14.6611,14.5484,14.3,14.4593,14.3589,14.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
